split0_test_mae,split1_test_mae,split2_test_mae,mean_test_mae,std_test_mae,rank_test_mae,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_n_factors,param_lr_all,param_reg_all
0.9179361970773987,0.9110435281973522,0.9174366386941022,0.9154721213229511,0.0031381223099868944,223,0.1019304593404134,0.00972432355037473,0.13149778048197427,0.012304186263458581,"{'n_factors': 2, 'lr_all': 0.0075, 'reg_all': 10}",2,0.0075,10.0
0.7539607832323517,0.7508457237678583,0.7556909022949514,0.7534991364317204,0.002004790440628115,61,0.10149780909220378,0.006016901622363848,0.13393306732177734,0.0059369091395032455,"{'n_factors': 2, 'lr_all': 0.01, 'reg_all': 0.0001}",2,0.01,0.0001
0.749531074924664,0.7440405659539021,0.7565684106397245,0.7500466838394302,0.005127449823109706,37,0.10628628730773926,0.0026071284823366465,0.13523030281066895,0.0038243983466098724,"{'n_factors': 2, 'lr_all': 0.01, 'reg_all': 0.001}",2,0.01,0.001
0.7463012014803395,0.7513292162593967,0.7486096348111947,0.7487466841836437,0.0020549647284030578,26,0.09990088144938152,0.004863994575831865,0.13150286674499512,0.0009625517796827876,"{'n_factors': 2, 'lr_all': 0.01, 'reg_all': 0.01}",2,0.01,0.01
0.751959313534079,0.7469199853901484,0.752594520013911,0.7504912729793795,0.0025385616796068005,39,0.09602689743041992,0.008777088946616482,0.14203683535257974,0.006766931407590737,"{'n_factors': 2, 'lr_all': 0.01, 'reg_all': 0.075}",2,0.01,0.075
0.7532834959326714,0.7484753546947804,0.7539983256879915,0.7519190587718144,0.0024524910767636915,49,0.09689164161682129,0.0065451893361210154,0.1411565144856771,0.008954632673140834,"{'n_factors': 2, 'lr_all': 0.01, 'reg_all': 0.1}",2,0.01,0.1
0.8060554256125608,0.7986802559560703,0.804777257186707,0.8031709795851127,0.00321800949507014,159,0.09979581832885742,0.005720716126553826,0.13449478149414062,0.007784586497322129,"{'n_factors': 2, 'lr_all': 0.01, 'reg_all': 1}",2,0.01,1.0
0.917851735637597,0.9110522215628775,0.9175513292604598,0.9154850954869781,0.0031369134955754083,231,0.09877578417460124,0.004009174745744833,0.13748701413472494,0.003950053371035085,"{'n_factors': 2, 'lr_all': 0.01, 'reg_all': 10}",2,0.01,10.0
0.7559568006963798,0.7555846214220397,0.7575721327466476,0.7563711849550224,0.0008626842032165879,66,0.10868263244628906,0.0016741249884917185,0.1505270799001058,0.01065306639692657,"{'n_factors': 2, 'lr_all': 0.05, 'reg_all': 0.0001}",2,0.05,0.0001
0.7580712819584804,0.7581243894756505,0.7599205299534613,0.7587054004625307,0.0008594998010051441,71,0.10075139999389648,0.002616749868513938,0.15171162287394205,0.0057329653069936705,"{'n_factors': 2, 'lr_all': 0.05, 'reg_all': 0.001}",2,0.05,0.001
0.7559883315419822,0.7590759657325333,0.7544243757978927,0.7564962243574693,0.0019326645792842934,67,0.11315798759460449,0.006339838690400357,0.14419953028361002,0.004014135818207862,"{'n_factors': 2, 'lr_all': 0.05, 'reg_all': 0.01}",2,0.05,0.01
0.7515840444300235,0.7478969575811285,0.749062475607313,0.7495144925394883,0.0015388072952893191,34,0.10473378499348958,0.008806615300586972,0.15077312787373862,0.00869048048806133,"{'n_factors': 2, 'lr_all': 0.05, 'reg_all': 0.075}",2,0.05,0.075
0.7494282906403427,0.7482334406727555,0.7477466689372354,0.7484694667501112,0.0007065145056233292,23,0.09772849082946777,0.001370918315341769,0.12541651725769043,0.008255601557269449,"{'n_factors': 2, 'lr_all': 0.05, 'reg_all': 0.1}",2,0.05,0.1
0.8099206328662638,0.8044963649877753,0.809336471789309,0.8079178232144494,0.0024310619543200917,184,0.10012435913085938,0.002501156335728615,0.13181344668070474,0.004281786967676549,"{'n_factors': 2, 'lr_all': 0.05, 'reg_all': 1}",2,0.05,1.0
0.9181069206503685,0.9109327169003424,0.9177285196210387,0.9155893857239166,0.0032963839009926238,241,0.10432060559590657,0.0025878051812839773,0.1429152488708496,0.01116697732425781,"{'n_factors': 2, 'lr_all': 0.05, 'reg_all': 10}",2,0.05,10.0
0.7890043149382927,0.7852862332206099,0.7858973051473174,0.7867292844354067,0.0016279179067547195,146,0.10008017222086589,0.002461603114708755,0.14284173647562662,0.007626595242704815,"{'n_factors': 2, 'lr_all': 0.1, 'reg_all': 0.0001}",2,0.1,0.0001
0.7862632400814537,0.7837276186477844,0.7805767257173982,0.7835225281488788,0.0023260349650149575,143,0.1044471263885498,0.006170366452713983,0.14303318659464517,0.014323254540514408,"{'n_factors': 2, 'lr_all': 0.1, 'reg_all': 0.001}",2,0.1,0.001
0.7806674625779829,0.782828222375515,0.7811275291646114,0.7815410713727031,0.0009293307965278813,141,0.10874851544698079,0.007454258723796603,0.15642809867858887,0.003603431655835326,"{'n_factors': 2, 'lr_all': 0.1, 'reg_all': 0.01}",2,0.1,0.01
0.770738811064225,0.7680826575277214,0.7675791881437802,0.7688002189119089,0.0013861156769687543,96,0.10386848449707031,0.0034651448597225903,0.17576400438944498,0.007239199906995963,"{'n_factors': 2, 'lr_all': 0.1, 'reg_all': 0.075}",2,0.1,0.075
0.7677668465458464,0.768596804273589,0.7672822929556452,0.7678819812583603,0.000542787252840876,94,0.12164370218912761,0.005603385067647413,0.1688377857208252,0.005229842700114763,"{'n_factors': 2, 'lr_all': 0.1, 'reg_all': 0.1}",2,0.1,0.1
0.8170940918321494,0.8126468558364092,0.8177011332729528,0.8158140269805038,0.002253198411104006,192,0.1307396094004313,0.00597363672813069,0.18359796206156412,0.00732059769106933,"{'n_factors': 2, 'lr_all': 0.1, 'reg_all': 1}",2,0.1,1.0
0.9171621223798755,0.9087809146251548,0.9174102333881742,0.9144510901310682,0.004010698814338538,216,0.16904727617899576,0.0007059546974141647,0.20124276479085287,0.006628732228337346,"{'n_factors': 2, 'lr_all': 0.1, 'reg_all': 10}",2,0.1,10.0
0.7741926585659054,0.7682352085064307,0.7739288399393168,0.7721189023372177,0.00274829746029588,102,0.1541625658671061,0.010371068057091546,0.22637414932250977,0.0249287788470797,"{'n_factors': 10, 'lr_all': 0.001, 'reg_all': 0.0001}",10,0.001,0.0001
0.7741674768530585,0.7683496781886534,0.7738154578683942,0.7721108709700354,0.0026634448489917437,101,0.1718436082204183,0.003200658502872727,0.21376903851826987,0.02205559799617322,"{'n_factors': 10, 'lr_all': 0.001, 'reg_all': 0.001}",10,0.001,0.001
0.7744253868660915,0.7688928266966507,0.7746489659771914,0.7726557265133112,0.0026623370907779102,104,0.1763476530710856,0.0030986055220725904,0.2194220225016276,0.009716419467085279,"{'n_factors': 10, 'lr_all': 0.001, 'reg_all': 0.01}",10,0.001,0.01
0.7772743892476637,0.7710294380423335,0.7765026672119643,0.7749354981673204,0.002779912228842972,111,0.17690475781758627,0.007446982968118298,0.20369887351989746,0.006853542363936624,"{'n_factors': 10, 'lr_all': 0.001, 'reg_all': 0.075}",10,0.001,0.075
0.7785890468025825,0.7721088124847989,0.7777733607428441,0.7761570733434086,0.0028818567997647686,116,0.18226305643717447,0.013743869043024218,0.1993546485900879,0.019445691255691854,"{'n_factors': 10, 'lr_all': 0.001, 'reg_all': 0.1}",10,0.001,0.1
0.8228243845648064,0.8145672666313402,0.8210055828420895,0.819465744679412,0.003542440337509442,195,0.18919014930725098,0.003237571493830275,0.18546398480733237,0.011590113380639753,"{'n_factors': 10, 'lr_all': 0.001, 'reg_all': 1}",10,0.001,1.0
0.9188402532437576,0.9115042213335759,0.9178803391783035,0.9160749379185457,0.0032556562398746852,244,0.15247376759847006,0.001080072378721435,0.1886319319407145,0.01011797263758534,"{'n_factors': 10, 'lr_all': 0.001, 'reg_all': 10}",10,0.001,10.0
0.7524290813449149,0.747870500955611,0.752669216219891,0.7509895995068057,0.0022077134503966293,42,0.17454703648885092,0.0022925098962958985,0.18778912226359049,0.007932652187379584,"{'n_factors': 10, 'lr_all': 0.005, 'reg_all': 0.0001}",10,0.005,0.0001
0.7520125462667271,0.7476808873113756,0.7519014037142318,0.7505316124307782,0.002016277667144462,40,0.1644148826599121,0.004776196500709708,0.17990334828694662,0.006102736025102346,"{'n_factors': 10, 'lr_all': 0.005, 'reg_all': 0.001}",10,0.005,0.001
0.7492069752628507,0.7468569490781578,0.7519267836156523,0.7493302359855537,0.0020715856187494093,32,0.15349817276000977,0.011184997406913689,0.22203493118286133,0.007102887403492583,"{'n_factors': 10, 'lr_all': 0.005, 'reg_all': 0.01}",10,0.005,0.01
0.7532479408289227,0.749263093903874,0.7546346269450303,0.7523818872259423,0.0022768221179946843,53,0.18387762705485025,0.011910690902668894,0.21883384386698404,0.017258116961189257,"{'n_factors': 10, 'lr_all': 0.005, 'reg_all': 0.075}",10,0.005,0.075
0.7546561554613143,0.7495404260376826,0.7556543875778594,0.7532836563589521,0.002678052372923174,59,0.17979995409647623,0.006732732252277211,0.22142545382181802,0.011099076362762469,"{'n_factors': 10, 'lr_all': 0.005, 'reg_all': 0.1}",10,0.005,0.1
0.8069286940204773,0.7991983150588946,0.8057657316100352,0.8039642468964691,0.003403302327870137,172,0.18652216593424478,0.0044408817839938905,0.2229773998260498,0.018565939161606673,"{'n_factors': 10, 'lr_all': 0.005, 'reg_all': 1}",10,0.005,1.0
0.9180725379288711,0.9110389667162302,0.9173583481423341,0.9154899509291452,0.0031607975903255752,233,0.18329747517903647,0.01157108549937439,0.18562650680541992,0.023866304459947422,"{'n_factors': 10, 'lr_all': 0.005, 'reg_all': 10}",10,0.005,10.0
0.7520957123690345,0.7520861236537322,0.7523516682312826,0.7521778347513498,0.0001229811501124313,50,0.1558232307434082,0.00430274470107041,0.164812962214152,0.011905824534127135,"{'n_factors': 10, 'lr_all': 0.0075, 'reg_all': 0.0001}",10,0.0075,0.0001
0.7531313022180411,0.7466330082425546,0.7536007940755483,0.7511217015120479,0.003179767402579706,44,0.15325705210367838,0.011507248363618168,0.17185219128926596,0.02304100928523115,"{'n_factors': 10, 'lr_all': 0.0075, 'reg_all': 0.001}",10,0.0075,0.001
0.7511820358091404,0.7471115649566522,0.7512931706099928,0.7498622571252618,0.0019455621793931933,36,0.1594710350036621,0.014051884633537256,0.264328400293986,0.0595574083260337,"{'n_factors': 10, 'lr_all': 0.0075, 'reg_all': 0.01}",10,0.0075,0.01
0.7511659162084667,0.7474817633501284,0.7516986123300052,0.7501154306295335,0.0018749388956145001,38,0.17255918184916177,0.01912287130712356,0.22713661193847656,0.020639848698035118,"{'n_factors': 10, 'lr_all': 0.0075, 'reg_all': 0.075}",10,0.0075,0.075
0.7525760434143217,0.7484150850243906,0.7535611817088708,0.751517436715861,0.002230256170342154,45,0.1734180450439453,0.01790229905778065,0.21812756856282553,0.004111029836440479,"{'n_factors': 10, 'lr_all': 0.0075, 'reg_all': 0.1}",10,0.0075,0.1
0.8061669423708139,0.7986216352279596,0.8049409533066607,0.8032431769684779,0.003306029677308987,166,0.18783768018086752,0.004692669128422918,0.20244193077087402,0.016734152016051797,"{'n_factors': 10, 'lr_all': 0.0075, 'reg_all': 1}",10,0.0075,1.0
0.9179362012858036,0.9110435240641693,0.9174366351157301,0.9154721201552344,0.003138124609053173,222,0.16388432184855142,0.010487999255042329,0.19661855697631836,0.0048806672200062675,"{'n_factors': 10, 'lr_all': 0.0075, 'reg_all': 10}",10,0.0075,10.0
0.7611560959122651,0.7627089368269203,0.7600232067591476,0.7612960798327776,0.001100903605449082,81,0.16035064061482748,0.004672572691509418,0.24302911758422852,0.05556301350467581,"{'n_factors': 10, 'lr_all': 0.01, 'reg_all': 0.0001}",10,0.01,0.0001
0.7593603076283418,0.762026197690711,0.7608950166426411,0.7607605073205647,0.001092493180590091,79,0.16016753514607748,0.020246675766896115,0.23210612932840982,0.008705004122142255,"{'n_factors': 10, 'lr_all': 0.01, 'reg_all': 0.001}",10,0.01,0.001
0.7563381600178515,0.7593479082506956,0.7584968319220712,0.7580609667302061,0.0012667885788841095,70,0.19599469502766928,0.01774161660908306,0.20892953872680664,0.011984263239703023,"{'n_factors': 10, 'lr_all': 0.01, 'reg_all': 0.01}",10,0.01,0.01
0.7476328819170586,0.7414043107370963,0.7493792073587031,0.7461388000042861,0.0034228598766610717,14,0.17662986119588217,0.005148730726102996,0.19647709528605142,0.015335744568443829,"{'n_factors': 10, 'lr_all': 0.01, 'reg_all': 0.075}",10,0.01,0.075
0.74976085833741,0.7466732752374041,0.7510481182934872,0.749160750622767,0.0018357396135654182,29,0.18072271347045898,0.0087839013864393,0.18190201123555502,0.006263498590105723,"{'n_factors': 10, 'lr_all': 0.01, 'reg_all': 0.1}",10,0.01,0.1
0.8060547830971565,0.7986812994365232,0.8047776833721253,0.803171255301935,0.003217403060640468,160,0.16120243072509766,0.015528848379985197,0.18324820200602213,0.004407538191408609,"{'n_factors': 10, 'lr_all': 0.01, 'reg_all': 1}",10,0.01,1.0
0.9178517327139113,0.9110522224259993,0.9175513273036024,0.9154850941478377,0.0031369119241000556,228,0.1582636833190918,0.00300877068363934,0.18560139338175455,0.01001773391276022,"{'n_factors': 10, 'lr_all': 0.01, 'reg_all': 10}",10,0.01,10.0
0.8479685469361132,0.849057948712259,0.8399198185016384,0.8456487713833369,0.004075322064819603,206,0.1654681364695231,0.007044340935130968,0.21243596076965332,0.015474204664947921,"{'n_factors': 10, 'lr_all': 0.05, 'reg_all': 0.0001}",10,0.05,0.0001
0.8509188487199701,0.8464093516306128,0.8422860076085766,0.8465380693197199,0.0035255177015825886,207,0.18160279591878256,0.014403012195462726,0.2188719113667806,0.010663556773062504,"{'n_factors': 10, 'lr_all': 0.05, 'reg_all': 0.001}",10,0.05,0.001
0.8406732302262319,0.8220433443385685,0.8334771233468897,0.8320645659705633,0.0076709256635211,203,0.18514649073282877,0.012844409980685003,0.23424410820007324,0.013462207099471147,"{'n_factors': 10, 'lr_all': 0.05, 'reg_all': 0.01}",10,0.05,0.01
0.764242444481785,0.7638270711423681,0.7630979140743555,0.7637224765661695,0.00047306974990329317,86,0.18614816665649414,0.0032866845225583557,0.18409156799316406,0.009949363829835503,"{'n_factors': 10, 'lr_all': 0.05, 'reg_all': 0.075}",10,0.05,0.075
0.7545519542586439,0.7529647931383654,0.7537951619035043,0.7537706364335045,0.0006481878479987747,62,0.16425172487894693,0.015542174669835105,0.16495235761006674,0.005899137458578365,"{'n_factors': 10, 'lr_all': 0.05, 'reg_all': 0.1}",10,0.05,0.1
0.8099206838042131,0.8044962412148959,0.8093363925815176,0.8079177725335422,0.0024311186014655526,183,0.1510481834411621,0.012942315923805313,0.16496864954630533,0.0014327625118292062,"{'n_factors': 10, 'lr_all': 0.05, 'reg_all': 1}",10,0.05,1.0
0.9181069206503668,0.9109327169003291,0.9177285196210294,0.9155893857239085,0.0032963839009964558,238,0.13788668314615884,0.002364989569877943,0.17901221911112467,0.011967224006865758,"{'n_factors': 10, 'lr_all': 0.05, 'reg_all': 10}",10,0.05,10.0
0.9013542584231944,0.8855948233843116,0.8861055866650542,0.8910182228241869,0.007311654792644581,211,0.1693244775136312,0.015399537396994012,0.1957880655924479,0.010146067671492481,"{'n_factors': 10, 'lr_all': 0.1, 'reg_all': 0.0001}",10,0.1,0.0001
0.8905517356181148,0.8913070207342808,0.896883978215543,0.8929142448559796,0.0028239099503110485,212,0.1739354928334554,0.012053817974321302,0.18582002321879068,0.0036554310336795954,"{'n_factors': 10, 'lr_all': 0.1, 'reg_all': 0.001}",10,0.1,0.001
0.8758974813161312,0.8688621561140604,0.8745966221697816,0.8731187531999911,0.003056361965215685,209,0.16631412506103516,0.0009182687988892975,0.2126755714416504,0.01793553279357084,"{'n_factors': 10, 'lr_all': 0.1, 'reg_all': 0.01}",10,0.1,0.01
0.7914517227840647,0.7856723319250707,0.7925737159629318,0.789899256890689,0.0030237821980738013,147,0.17154312133789062,0.007382379349494641,0.19434483846028647,0.002631501079783079,"{'n_factors': 10, 'lr_all': 0.1, 'reg_all': 0.075}",10,0.1,0.075
0.7763061457512693,0.774449152410988,0.7773107041967054,0.7760220007863209,0.0011853757284548596,113,0.17311199506123862,0.007425921361807845,0.21687730153401694,0.01423067157020346,"{'n_factors': 10, 'lr_all': 0.1, 'reg_all': 0.1}",10,0.1,0.1
0.8170940602674366,0.8126468271132119,0.8177011591078571,0.8158140154961685,0.002253213104341086,191,0.16896136601765951,0.0020202803558294646,0.20382173856099448,0.012791118906677498,"{'n_factors': 10, 'lr_all': 0.1, 'reg_all': 1}",10,0.1,1.0
0.9171621223798755,0.9087809146251548,0.9174102333881742,0.9144510901310682,0.004010698814338538,218,0.3068070411682129,0.013749477052604027,0.19996142387390137,0.008313344859465647,"{'n_factors': 10, 'lr_all': 0.1, 'reg_all': 10}",10,0.1,10.0
0.7760393745871131,0.7699256568581077,0.7754820618709569,0.7738156977720593,0.002760068006415821,106,0.35416380564371747,0.00922290033402848,0.21686220169067383,0.010962569122158974,"{'n_factors': 50, 'lr_all': 0.001, 'reg_all': 0.0001}",50,0.001,0.0001
0.7763421719925442,0.770962412073435,0.7765371755332124,0.7746139198663972,0.002583232918491377,109,0.36933398246765137,0.010050430651923951,0.2249445120493571,0.0016064211970529573,"{'n_factors': 50, 'lr_all': 0.001, 'reg_all': 0.001}",50,0.001,0.001
0.7760511489379088,0.770539702556568,0.776064871701603,0.7742185743986933,0.0026013612592445355,107,0.36170466740926105,0.021352167980002813,0.21981358528137207,0.00869416534343589,"{'n_factors': 50, 'lr_all': 0.001, 'reg_all': 0.01}",50,0.001,0.01
0.7786181272195898,0.7723913654392807,0.7782151480942351,0.7764082135843685,0.0028451010303548884,119,0.37592442830403644,0.01055603068946474,0.2276590665181478,0.001256902263240501,"{'n_factors': 50, 'lr_all': 0.001, 'reg_all': 0.075}",50,0.001,0.075
0.7798509107169539,0.7731512216524848,0.7789868809943399,0.7773296711212595,0.00297559146083797,124,0.3716260592142741,0.007576854558892078,0.21418960889180502,0.002445478401704225,"{'n_factors': 50, 'lr_all': 0.001, 'reg_all': 0.1}",50,0.001,0.1
0.822919463252083,0.814690650143924,0.8211345668920603,0.8195815600960223,0.00353432821279683,196,0.3747924168904622,0.010232760684053313,0.22247846921284994,0.008427877091304482,"{'n_factors': 50, 'lr_all': 0.001, 'reg_all': 1}",50,0.001,1.0
0.9188419329267647,0.911504360427929,0.917878635771682,0.9160749763754586,0.0032557521360515504,245,0.3562641143798828,0.011171426878781456,0.2279345989227295,0.004980604831412886,"{'n_factors': 50, 'lr_all': 0.001, 'reg_all': 10}",50,0.001,10.0
0.7547961321954929,0.7513877027305833,0.757886841231851,0.7546902253859757,0.002654318808268473,63,0.3703772226969401,0.0034170514534170118,0.22666200002034506,0.007309262842107271,"{'n_factors': 50, 'lr_all': 0.005, 'reg_all': 0.0001}",50,0.005,0.0001
0.7548144895605745,0.7516524964988668,0.757793974816264,0.7547536536252352,0.0025076170280482683,64,0.36623231569925946,0.00669710964671188,0.25196321805318195,0.02187353996289833,"{'n_factors': 50, 'lr_all': 0.005, 'reg_all': 0.001}",50,0.005,0.001
0.7536119723608614,0.7506708720379501,0.7546267507357799,0.7529698650448639,0.0016775916113939565,56,0.3615930875142415,0.017291636842258675,0.23703710238138834,0.012875630080716387,"{'n_factors': 50, 'lr_all': 0.005, 'reg_all': 0.01}",50,0.005,0.01
0.7530212150317063,0.7483862591539744,0.7532283040890909,0.7515452594249239,0.00223534986125457,46,0.3656613032023112,0.024383656205020064,0.21927595138549805,0.007744572199517517,"{'n_factors': 50, 'lr_all': 0.005, 'reg_all': 0.075}",50,0.005,0.075
0.7545741304248427,0.7491434960642459,0.7551751069680117,0.7529642444857001,0.0027127946324031933,55,0.3701939582824707,0.017753666699187036,0.22071353594462076,0.007649789368472684,"{'n_factors': 50, 'lr_all': 0.005, 'reg_all': 0.1}",50,0.005,0.1
0.8069576736782055,0.7992254617864438,0.8057890133513914,0.8039907162720136,0.003403153388065177,173,0.3660941918690999,0.0038937906693460264,0.22248299916585287,0.00031519623471741646,"{'n_factors': 50, 'lr_all': 0.005, 'reg_all': 1}",50,0.005,1.0
0.9180725413752543,0.9110389368515998,0.9173583491685265,0.9154899424651268,0.003160812749465452,232,0.35404109954833984,0.006525374366156144,0.23576752344767252,0.009584096908292851,"{'n_factors': 50, 'lr_all': 0.005, 'reg_all': 10}",50,0.005,10.0
0.7665331747928319,0.761338277117868,0.7670536768135954,0.7649750429080985,0.002580346184545484,88,0.3486033280690511,0.010896828065835832,0.23167665799458823,0.011077266837091948,"{'n_factors': 50, 'lr_all': 0.0075, 'reg_all': 0.0001}",50,0.0075,0.0001
0.7668734199166195,0.769133919788754,0.7662023343260547,0.7674032246771428,0.001254078185888563,93,0.3521866798400879,0.012146453501801713,0.21126015981038412,0.014220353304931899,"{'n_factors': 50, 'lr_all': 0.0075, 'reg_all': 0.001}",50,0.0075,0.001
0.7613748752073218,0.7557389880754157,0.7631881992476987,0.7601006875101454,0.003171787349749139,76,0.3520132700602214,0.01634222745847151,0.21398170789082846,0.018575534728776346,"{'n_factors': 50, 'lr_all': 0.0075, 'reg_all': 0.01}",50,0.0075,0.01
0.7479071876491299,0.743781052004074,0.7479198231711702,0.7465360209414581,0.00194806404729886,16,0.3451596101125081,0.008724717984137887,0.1993128458658854,0.010768486851355195,"{'n_factors': 50, 'lr_all': 0.0075, 'reg_all': 0.075}",50,0.0075,0.075
0.7505653304171239,0.7451635664509156,0.7509362069149343,0.748888367927658,0.0026381807968135188,28,0.3216056823730469,0.011338062293366445,0.24493408203125,0.027887880377788072,"{'n_factors': 50, 'lr_all': 0.0075, 'reg_all': 0.1}",50,0.0075,0.1
0.8061697838979115,0.7986299441550861,0.804950579551906,0.8032501025349679,0.0033046444489257002,167,0.3581109046936035,0.0036607445054278515,0.22319706281026205,0.012354096223637607,"{'n_factors': 50, 'lr_all': 0.0075, 'reg_all': 1}",50,0.0075,1.0
0.9179362121348362,0.9110435279442904,0.9174366199847616,0.9154721200212962,0.003138122466007539,221,0.3579104741414388,0.010303757930376111,0.21739776929219565,0.010319993287238255,"{'n_factors': 50, 'lr_all': 0.0075, 'reg_all': 10}",50,0.0075,10.0
0.7976896015535841,0.7860754480784902,0.7894877857922685,0.791084278474781,0.004873994385152434,150,0.34390997886657715,0.016110333799554774,0.21447881062825522,0.0042782779402471514,"{'n_factors': 50, 'lr_all': 0.01, 'reg_all': 0.0001}",50,0.01,0.0001
